month,product,category,sub_category,qty ,unit_cost_price,unit_sale_price,total_cost_price,total_sale_price,gross_profit,margin,,,,,,,,
DEC_21,DEEP FREEZE PAIN RELIEF COLD SP,OTC,ANALGESIC,1,27.62,40.00,27.62,40,12.38,30.95,,,,,,,,
DEC_21,DEEP HEAT 15G,OTC,ANALGESIC,1,9.35,13.00,9.35,13,3.65,28.08,,,,,,,,
DEC_21,DICLO DENK RETARD 100MG 100'S,RX,ANALGESIC,17,10.36,14.50,176.12,246.5,70.38,28.55,,,,,,,,
DEC_21,DICLO-DENK SUPP 100MG,RX,ANALGESIC,30,1.87,2.63,56.04,79,22.96,29.06,,,,,,,,
DEC_21,DICLOLEX POWER HEAT GEL,OTC,ANALGESIC,4,6.00,8.50,24,34,10.00,29.41,,,,,,,,
DEC_21,DIFLUCAN CAP 150MG FLUCONAZOLE,RX,ANTI_INFECTION,1,80.00,100.00,80,100,20.00,20,,,,,,,,
DEC_21,DORETA TAB,RX,ANALGESIC,25,2.20,3.00,55,75,20.00,26.67,,,,,,,,
DEC_21,DRAGON TADALAFIL 20MG TAB,RX,SEX_HEALTH_M,9,4.23,6.00,38.04,54,15.96,29.56,,,,,,,,
DEC_21,DREZ OINTMENT 10G,OTC,FIRST_AID_INF,6,6.00,8.50,36,51,15.00,29.41,,,,,,,,
DEC_21,DREZ OINTMENT 30G,OTC,FIRST_AID_INF,4,12.00,17.00,48,68,20.00,29.41,,,,,,,,
DEC_21,DREZ POWDER 10G,OTC,FIRST_AID_INF,3,6.50,9.00,19.5,27,7.50,27.78,,,,,,,,
DEC_21,DREZ SOLUTION 100ML STEDMAN,OTC,FIRST_AID_INF,2,13.29,19.00,26.58,38,11.42,30.05,,,,,,,,
DEC_21,DREZ SOLUTION 30ML,OTC,FIRST_AID_INF,1,8.30,11.00,8.3,11,2.70,24.55,,,,,,,,
DEC_21,DUROL BLOOD TONIC 300ML,OTC,VITAMINS,1,9.00,13.00,9,13,4.00,30.77,,,,,,,,
DEC_21,DUROL TONIC 200ML,OTC,VITAMINS,1,7.00,10.00,7,10,3.00,30,,,,,,,,
DEC_21,DYNEWELL SYR,OTC,VITAMINS,7,3.10,4.50,21.7,31.5,9.80,31.11,,,,,,,,
DEC_21,DYNEWELL TAB,OTC,VITAMINS,24,0.20,0.50,4.79,12,7.21,60.08,,,,,,,,
DEC_21,EFPAC JUNIOR,OTC,ANALGESIC,5,6.00,8.50,30,42.5,12.50,29.41,,,,,,,,
DEC_21,EFPAC TABS,OTC,ANALGESIC,37,1.17,1.70,43.28,62.9,19.62,31.19,,,,,,,,
DEC_21,ENAFEN IBUPROFEN 400MG 50'S ECL,RX,ANALGESIC,20,1.20,2.00,24,40,16.00,40,,,,,,,,
DEC_21,E-PANOL SYR,OTC,ANALGESIC,5,3.49,5.00,17.45,25,7.55,30.2,,,,,,,,
DEC_21,EPIDERM CREAM 15G SHALINA,OTC,ANALGESIC,1,2.25,3.50,2.25,3.5,1.25,35.71,,,,,,,,
DEC_21,EPIDERM CREAM 30G,OTC,ANALGESIC,5,4.00,6.00,20,30,10.00,33.33,,,,,,,,
DEC_21,EXAMINATION GLOVES 100'S,OTC,PERSONAL_CARE,32,0.58,0.80,18.56,25.6,7.04,27.5,,,,,,,,
DEC_21,EXFORGE 5MG/160MG 28'S,RX,ANTI_DIABETIC,4,4.20,5.50,16.8,22,5.20,23.64,,,,,,,,
DEC_21,FENBASE EXTRA,OTC,ANALGESIC,8,2.02,3.00,16.16,24,7.84,32.67,,,,,,,,
DEC_21,FEROGLOBIN CAPS 30 VITABIOTICS,OTC,VITAMINS,3,35.54,49.00,106.62,147,40.38,27.47,,,,,,,,
DEC_21,FEROGLOBIN SYR 200ML VITABIOTIC,OTC,VITAMINS,7,33.02,46.00,231.14,322,90.86,28.22,,,,,,,,
DEC_21,FIESTA CONDOM 3'S,OTC,SEX_HEALTH_M,1,2.50,4.00,2.5,4,1.50,37.5,,,,,,,,
DEC_21,FISHERMAN'S FRIEND LOZENGES,OTC,COUGH_COLD,9,5.75,8.20,51.75,73.8,22.05,29.88,,,,,,,,
DEC_21,FLAGENTYL SECNIDAZOLE TAB 500MG,RX,ANTI_HELMINTIC,2,22.00,29.00,44,58,14.00,24.14,,,,,,,,
DEC_21,FLEMEX ADULT SYR 100ML,OTC,COUGH_COLD,4,7.50,10.50,30,42,12.00,28.57,,,,,,,,
DEC_21,FLEMEX JUNIOR SYRUP,OTC,COUGH_COLD_PED,8,6.20,8.50,49.6,68,18.40,27.06,,,,,,,,
DEC_21,FLUCONAZOLE 150MG CAPS UK,RX,ANTI_INFECTION,5,6.50,10.00,32.5,50,17.50,35,,,,,,,,
DEC_21,FLUREST TABS,OTC,COUGH_COLD,7,12.00,15.00,84,105,21.00,20,,,,,,,,
DEC_21,FLUXACIN SUSP 125MG,RX,ANTI_INFECTION,1,5.89,8.00,5.89,8,2.11,26.38,,,,,,,,
DEC_21,FLUXAMOX 500 CAPSULES 200'S,RX,ANTI_INFECTION,226,0.43,0.60,98.21,135.6,37.39,27.57,,,,,,,,
DEC_21,FOLIC ACID 5MG TAB UK,OTC,VITAMINS,1,7.50,11.00,7.5,11,3.50,31.82,,,,,,,,
DEC_21,FOLIC ACID TAB 1000'S pharma,OTC,VITAMINS,13,0.26,0.50,3.44,6.5,3.06,47.08,,,,,,,,
DEC_21,FOXITIL 250MG TAB,RX,ANTI_INFECTION,2,13.50,19.00,27,38,11.00,28.95,,,,,,,,
DEC_21,FUNBACT-A TRIPLE ACTION CREAM 3,OTC,FIRST_AID_INF,9,7.00,10.00,63,90,27.00,30,,,,,,,,
DEC_21,GANA BALM,OTC,ANALGESIC,2,3.30,5.00,6.6,10,3.40,34,,,,,,,,
DEC_21,GASTRONE TABS 100'S ERNEST,OTC,GI_HEARTBURN_ANTACID,5,1.17,1.60,5.85,8,2.15,26.88,,,,,,,,
DEC_21,GAUZE BANDAGE 3'',OTC,FIRST_AID,10,0.59,0.80,5.9,8,2.10,26.25,,,,,,,,
DEC_21,"GAUZE BANDAGE 6""",OTC,FIRST_AID,26,0.92,1.40,23.86,36.4,12.54,34.45,,,,,,,,
DEC_21,GAUZE SINGLES LARGE,OTC,FIRST_AID,1,1.00,1.20,1,1.2,0.20,16.67,,,,,,,,
DEC_21,GEBEDOL EXTRA TABS,OTC,ANALGESIC,37,2.30,3.50,85.13,129.5,44.37,34.26,,,,,,,,
DEC_21,GEBEDOL FORTE TABS,OTC,ANALGESIC,13,1.67,2.50,21.71,32.5,10.79,33.2,,,,,,,,
DEC_21,GEBEDOL TABS,OTC,ANALGESIC,107,1.10,1.78,117.86,190.5,72.64,38.13,,,,,,,,
DEC_21,GEN M SUSPENSION,OTC,ANTI_MALARIAL,2,15.50,22.00,31,44,13.00,29.55,,,,,,,,
DEC_21,GENTAMYCIN E/E DROPS LOCAL,RX,ANTI_INFECTION_EYE_EAR,3,1.90,3.00,5.7,9,3.30,36.67,,,,,,,,
DEC_21,GENTIAN VIOLET PAINTS 60ML,OTC,FIRST_AID,5,1.50,3.00,7.5,15,7.50,50,,,,,,,,
DEC_21,GIVERS KOO CAPSULES CAPS GIVERS,OTC,HERBAL,1,18.00,25.00,18,25,7.00,28,,,,,,,,
DEC_21,GIVERS POWER CAPS,OTC,HERBAL,2,18.00,25.00,36,50,14.00,28,,,,,,,,
DEC_21,GLUCONAF POWDER,OTC,HERBAL,2,7.10,10.00,14.2,20,5.80,29,,,,,,,,
DEC_21,GLYCEROL SUPPOSITORIES 1G,OTC,HERBAL,2,0.96,1.30,1.92,2.6,0.68,26.15,,,,,,,,
DEC_21,GOGYNAX 30G CREAM CLOTRIMAZOLE,OTC,PERSONAL_CARE_F,1,3.90,5.50,3.9,5.5,1.60,29.09,,,,,,,,
DEC_21,GOODSENSE DENTAL FLOSS,OTC,PERSONAL_CARE_DENT,1,8.00,12.00,8,12,4.00,33.33,,,,,,,,
DEC_21,GYNO-MYCOLEX PESS 400MG 3'S,OTC,PERSONAL_CARE_F,1,13.90,19.00,13.9,19,5.10,26.84,,,,,,,,
DEC_21,GYPRONE PLUS,OTC,VITAMINS,1,1.80,3.00,1.8,3,1.20,40,,,,,,,,
DEC_21,HAEMOGLOBIN 200ML SYRUP (LETAP),OTC,VITAMINS,3,2.97,4.50,8.91,13.5,4.59,34,,,,,,,,
DEC_21,HAEMOGLOBIN SYRUP 200ML (M&G),OTC,VITAMINS,4,4.45,7.00,17.8,28,10.20,36.43,,,,,,,,
DEC_21,HISTAZINE 10MG TABS,OTC,ALLERGY,26,0.50,1.00,13.06,26,12.94,49.77,,,,,,,,
DEC_21,HYDROGEN PEROXIDE 200ML MAL-TIT,OTC,PERSONAL_CARE_DENT,6,3.00,4.50,18,27,9.00,33.33,,,,,,,,
DEC_21,IBUCAP 10 TABS,OTC,ANALGESIC,6,1.53,2.50,9.18,15,5.82,38.8,,,,,,,,
DEC_21,imax herbal delay spray 18ml,OTC,SEX_HEALTH_U,3,22.00,31.00,66,93,27.00,29.03,,,,,,,,
DEC_21,IMBOOST HERBAL MIXTURE,OTC,HERBAL,4,13.00,18.00,52,72,20.00,27.78,,,,,,,,
DEC_21,IMBOOST HERBAL MIXTURE,OTC,HERBAL,3,13.00,18.00,39,54,15.00,27.78,,,,,,,,
DEC_21,INOXIME CEFIXIME TABS 200MG 10',RX,ANTI_INFECTION,10,0.80,1.10,8,11,3.00,27.27,,,,,,,,
DEC_21,JOY OINTMENT CREAM,OTC,PERSONAL_CARE_F,5,2.30,3.50,11.5,17.5,6.00,34.29,,,,,,,,
DEC_21,KAMACLOX MOUTHWASH,OTC,PERSONAL_CARE_DENT,2,8.43,12.00,16.86,24,7.14,29.75,,,,,,,,
DEC_21,KETAZOL KETOCONAZOLE CREAM,OTC,ANTI_INFECTION,1,5.10,7.00,5.1,7,1.90,27.14,,,,,,,,
DEC_21,KIDICS SYRUP 200ML,OTC,VITAMINS_PED,2,9.50,13.50,19,27,8.00,29.63,,,,,,,,
DEC_21,KISS CONDOM,OTC,SEX_HEALTH_M,12,1.10,2.00,13.2,24,10.80,45,,,,,,,,
DEC_21,KISS CONDOM,OTC,SEX_HEALTH_M,13,1.10,2.00,14.3,26,11.70,45,,,,,,,,
DEC_21,KLOVINAL VAGINAL PESS.,OTC,PERSONAL_CARE_F,2,19.00,28.00,38,56,18.00,32.14,,,,,,,,
DEC_21,KOFFEX ADULT SYRUP,OTC,COUGH_COLD,3,4.50,7.00,13.5,21,7.50,35.71,,,,,,,,
DEC_21,KOFLET SYR. 100ML,OTC,COUGH_COLD,4,12.89,18.00,51.56,72,20.44,28.39,,,,,,,,
DEC_21,KWIK ACTION TABS KINAPHARMA,OTC,ANALGESIC,15,0.71,1.00,10.65,15,4.35,29,,,,,,,,
DEC_21,KY JELLY 50ML,OTC,SEX_HEALTH_U,2,28.00,39.00,56,78,22.00,28.21,,,,,,,,
DEC_21,LACTULOSE SYR 300,OTC,GI_LAX,1,25.48,35.00,25.48,35,9.52,27.2,,,,,,,,
DEC_21,LEMSIP COLD & FLU 10'S,OTC,COUGH_COLD,2,3.08,4.20,6.16,8.4,2.24,26.67,,,,,,,,
DEC_21,LENOR 1.5MG TABS,OTC,SEX_HEALTH_F,1,4.50,6.50,4.5,6.5,2.00,30.77,,,,,,,,
DEC_21,LENOR 1.5MG TABS,OTC,SEX_HEALTH_F,13,4.50,6.50,58.5,84.5,26.00,30.77,,,,,,,,
DEC_21,LETALIN EXPECTORANT SYR 125ML,OTC,COUGH_COLD,2,1.85,5.00,3.7,10,6.30,63,,,,,,,,
DEC_21,LETAVIN 500mg TABS,RX,ANTI_INFECTION,4,4.20,6.00,16.8,24,7.20,30,,,,,,,,
DEC_21,LEVON 2 TABS,OTC,SEX_HEALTH_F,3,5.98,8.50,17.94,25.5,7.56,29.65,,,,,,,,
DEC_21,LIQUFRUTA SYRUP 200ML,OTC,COUGH_COLD,2,22.98,32.00,45.96,64,18.04,28.19,,,,,,,,
DEC_21,LISTERINE MOUTHWASH 250ML,OTC,PERSONAL_CARE_DENT,1,16.00,22.00,16,22,6.00,27.27,,,,,,,,
DEC_21,LOFNAC 100MG TABS,RX,ANALGESIC,12,0.79,2.00,9.48,24,14.52,60.5,,,,,,,,
DEC_21,LOFNAC GEL 30G,RX,ANALGESIC,3,5.10,7.00,15.3,21,5.70,27.14,,,,,,,,
DEC_21,LOFNAC SUPP 100MG,RX,ANALGESIC,40,0.90,1.50,36,60,24.00,40,,,,,,,,
DEC_21,LONART DS TABS 80MG/480MG,OTC,ANTI_MALARIAL,22,15.30,22.00,336.6,484,147.40,30.45,,,,,,,,
DEC_21,LONART SUSP 60ML,OTC,ANTI_MALARIAL,7,10.81,15.00,75.67,105,29.33,27.93,,,,,,,,
DEC_21,LUBRIMAX GEL 50G,OTC,SEX_HEALTH_U,1,14.00,20.00,14,20,6.00,30,,,,,,,,
DEC_21,LUEX BABY CHESTY COUGH SYRUP 10,OTC,COUGH_COLD_PED,1,7.00,10.00,7,10,3.00,30,,,,,,,,
DEC_21,LUFART DS TABS,OTC,ANTI_MALARIAL,16,11.80,17.00,188.8,272,83.20,30.59,,,,,,,,
DEC_21,LUMETRUST FORTE 80/480 mg,OTC,ANTI_MALARIAL,22,6.50,9.00,143,198,55.00,27.78,,,,,,,,
DEC_21,LYDIA POST PILL TABS,OTC,SEX_HEALTH_F,12,6.50,10.00,78,120,42.00,35,,,,,,,,
DEC_21,LYDIA POST PILL TABS,OTC,SEX_HEALTH_F,19,6.50,10.00,123.5,190,66.50,35,,,,,,,,
DEC_21,LYRICA TABS 75MG 28'S,RX,ANTI_EPILEPTIC,9,6.60,9.00,59.4,81,21.60,26.67,,,,,,,,
DEC_21,M&B SULPHATHIAXOLE 500mg,RX,ANTI_INFECTION,1,2.60,4.00,2.6,4,1.40,35,,,,,,,,
DEC_21,MAALOX PLUS 180ML SUSPENSION,OTC,GI_HEARTBURN_ANTACID,1,34.36,47.00,34.36,47,12.64,26.89,,,,,,,,
DEC_21,MAGACID tabs,OTC,GI_HEARTBURN_ANTACID,10,0.70,1.00,7,10,3.00,30,,,,,,,,
DEC_21,MAJOR SORE THROAT LOZ,OTC,COUGH_COLD,39,1.28,1.60,49.92,62.4,12.48,20,,,,,,,,
DEC_21,MALTA GUINESS 330ML DRINK,OTC,FOOD,12,2.92,4.00,35.03,48,12.97,27.02,,,,,,,,
DEC_21,MARK II INHALER 6'S,OTC,COUGH_COLD,11,6.60,9.00,72.6,99,26.40,26.67,,,,,,,,
DEC_21,MASADA MIXTURE 330ML,OTC,ANTI_MALARIAL,3,9.30,13.00,27.9,39,11.10,28.46,,,,,,,,
DEC_21,MENTHODEX 100ML,OTC,COUGH_COLD,3,12.00,16.50,36,49.5,13.50,27.27,,,,,,,,
DEC_21,MENTHODEX 200ML,OTC,COUGH_COLD,5,20.00,27.50,100,137.5,37.50,27.27,,,,,,,,
DEC_21,MENTHOX COUGH LOZENGES,OTC,COUGH_COLD,7,0.49,0.80,3.43,5.6,2.17,38.75,,,,,,,,
DEC_21,METAGYL METRONIDAZOLE 200MG TAB,RX,ANTI_INFECTION,25,0.09,0.15,2.25,3.75,1.50,40,,,,,,,,
DEC_21,METAGYL METRONIDAZOLE 400MG TAB,RX,ANTI_INFECTION,60,0.10,0.20,5.84,12,6.16,51.33,,,,,,,,
DEC_21,METAGYL SUSP. 200MG/ 5ML -100ML,RX,ANTI_INFECTION,3,4.39,6.00,13.17,18,4.83,26.83,,,,,,,,
DEC_21,METFORMIN-DENK 500MG,RX,ANTI_DIABETIC,78,0.47,0.65,36.66,50.7,14.04,27.69,,,,,,,,
DEC_21,METHYLATED SPIRIT 200ML,OTC,PERSONAL_CARE,6,3.50,5.00,21,30,9.00,30,,,,,,,,
DEC_21,METHYLATED SPIRIT 60ML,OTC,PERSONAL_CARE,11,1.50,3.00,16.5,33,16.50,50,,,,,,,,
DEC_21,METROLEX F SUSP 100ML,RX,ANTI_INFECTION,4,11.90,17.00,47.6,68,20.40,30,,,,,,,,
DEC_21,METROLEX F TABS,RX,ANTI_INFECTION,3,9.00,12.50,27,37.5,10.50,28,,,,,,,,
DEC_21,METRONIDAZOLE TABS 400MG UK,RX,ANTI_INFECTION,3,6.59,9.00,19.77,27,7.23,26.78,,,,,,,,
DEC_21,MIST POT CIT 200ML,OTC,NA,1,2.50,4.00,2.5,4,1.50,37.5,,,,,,,,
DEC_21,MIST SENNACO 200ML,OTC,GI_LAX,3,2.50,3.50,7.5,10.5,3.00,28.57,,,,,,,,
DEC_21,MIST TRISILICATE SYR,OTC,GI_HEARTBURN_ANTACID,6,2.50,3.50,15,21,6.00,28.57,,,,,,,,
DEC_21,MR Q PACK QULOUN,OTC,SEX_HEALTH_M,45,3.80,5.50,171,247.5,76.50,30.91,,,,,,,,
DEC_21,MUCOLEX ADULT EXPECTORANT 125ML,OTC,COUGH_COLD,3,12.90,17.50,38.7,52.5,13.80,26.29,,,,,,,,
DEC_21,MULTIVITAMINE TAB LOCAL,OTC,VITAMINS,23,0.15,0.30,3.45,6.9,3.45,50,,,,,,,,
DEC_21,NEOHYCOLEX DROP 5ML,RX,ANTI_INFECTION_EYE_EAR,3,13.50,19.00,40.5,57,16.50,28.95,,,,,,,,
DEC_21,NEOHYCOLEX DROP 5ML,RX,ANTI_INFECTION_EYE_EAR,2,13.50,19.00,27,38,11.00,28.95,,,,,,,,
DEC_21,NESBEN SUSP 20ML,RX,ANTI_INFECTION,2,3.98,5.50,7.96,11,3.04,27.64,,,,,,,,
DEC_21,NESBEN TABS,RX,ANTI_INFECTION,5,3.50,5.00,17.5,25,7.50,30,,,,,,,,
DEC_21,NESTRIM TABS 480MG ECL,RX,ANTI_INFECTION,30,0.08,0.12,2.4,3.6,1.20,33.33,,,,,,,,
DEC_21,NEXCOFER 30 CAPS ECL,OTC,VITAMINS,2,5.59,8.00,11.18,16,4.82,30.13,,,,,,,,
DEC_21,NEXCOFER SYR 200ML,OTC,VITAMINS,8,6.98,10.00,55.84,80,24.16,30.2,,,,,,,,
DEC_21,NIFECARD XL TABS 30MG 30'S LEK,RX,CARDIO,40,0.82,1.15,32.8,46,13.20,28.7,,,,,,,,
DEC_21,NO 10 LIVER SALT PLAIN,OTC,GI_LAX_ANTACID,25,0.39,0.60,9.66,15,5.34,35.6,,,,,,,,
DEC_21,NO-SPA 40MG 100'S,RX,GI_ANTI_SPASMODIC,1,6.57,9.00,6.57,9,2.43,27,,,,,,,,
DEC_21,NUGEL O SUSP 200ML,OTC,GI_HEARTBURN_ANTACID,3,16.23,22.50,48.69,67.5,18.81,27.87,,,,,,,,
DEC_21,NUGEL SUSP 200ML,OTC,GI_HEARTBURN_ANTACID,1,14.93,21.00,14.93,21,6.07,28.9,,,,,,,,
DEC_21,OLIVE OIL 70ml,OTC,FOOD,3,12.00,17.00,36,51,15.00,29.41,,,,,,,,
DEC_21,OMEAID 20mg,RX,GI_ACID_REFLUX,5,1.50,2.50,7.5,12.5,5.00,40,,,,,,,,
DEC_21,ORS SACHET LOCAL,OTC,ELECTROLYTES,24,0.51,1.00,12.15,24,11.85,49.38,,,,,,,,
DEC_21,OTRIVIN ADULT NASAL SPRAY 10ML,OTC,COUGH_COLD,2,18.81,26.33,37.62,52.66,15.04,28.56,,,,,,,,
DEC_21,OTRIVINE CHILD DROPS 10ML,OTC,COUGH_COLD_PED,1,22.86,31.00,22.86,31,8.14,26.26,,,,,,,,
DEC_21,OXAFEN CAPS 20MG,RX,ANALGESIC,2,0.85,1.50,1.7,3,1.30,43.33,,,,,,,,
DEC_21,PAINGAY CAPSULES,OTC,ANALGESIC,11,2.55,4.00,28.05,44,15.95,36.25,,,,,,,,
DEC_21,PANACIN TABS 400/300mg,OTC,ANALGESIC,2,0.90,1.50,1.8,3,1.20,40,,,,,,,,
DEC_21,PANADOL EXTRA ADVANCE TABS 14'S,OTC,ANALGESIC,8,20.58,25.00,164.64,200,35.36,17.68,,,,,,,,
DEC_21,PARACETAMOL 500MG TABS ESKAY,OTC,ANALGESIC,1,0.30,0.50,0.3,0.5,0.20,40,,,,,,,,
DEC_21,PARACETAMOL 500MG TABS RIDDLES,OTC,ANALGESIC,48,0.44,0.60,21.12,28.8,7.68,26.67,,,,,,,,
DEC_21,PARACETAMOL 500MG UK 100'S,OTC,ANALGESIC,68,2.30,1.50,156.4,102,-54.40,-53.33,,,,,,,,
DEC_21,PARACETAMOL CAPLET AYRTON 16's,OTC,ANALGESIC,3,2.20,3.50,6.6,10.5,3.90,37.14,,,,,,,,
DEC_21,PARACETAMOL DENK 125MG SUPP,OTC,ANALGESIC,6,1.35,1.80,8.12,10.8,2.68,24.81,,,,,,,,
DEC_21,PARACETAMOL DENK 250MG SUPP,OTC,ANALGESIC,8,1.54,2.20,12.33,17.6,5.27,29.94,,,,,,,,
DEC_21,PENICILLIN OINTMENT,OTC,FIRST_AID_INF,4,3.50,5.00,14,20,6.00,30,,,,,,,,
DEC_21,PERMOXYL (AMOXICILLIN) CAPS 500,RX,ANTI_INFECTION,30,0.21,0.30,6.29,9,2.71,30.11,,,,,,,,
DEC_21,PERMOXYL SUSP 125MG,RX,ANTI_INFECTION,1,4.98,7.00,4.98,7,2.02,28.86,,,,,,,,
DEC_21,PIRITON ORIG TABS 30'S,OTC,ALLERGY,103,0.90,1.30,92.7,133.9,41.20,30.77,,,,,,,,
DEC_21,PIRITON SYRUP 150ML,OTC,ALLERGY,2,35.61,48.00,71.22,96,24.78,25.81,,,,,,,,
DEC_21,PLASTER singles,OTC,FIRST_AID,108,0.16,0.20,17.28,21.6,4.32,20,,,,,,,,
DEC_21,POSTINOR 2 LEVONORGESTREL TABS,OTC,SEX_HEALTH_F,4,25.29,34.00,101.16,136,34.84,25.62,,,,,,,,
DEC_21,PREGNACARE PLUS OMEGA 3,OTC,VITAMINS,1,94.23,127.00,94.23,127,32.77,25.8,,,,,,,,
DEC_21,PREGNANCY TEST KITS,OTC,DIAGNOSTICS_PREG,22,0.98,2.00,21.54,44,22.46,51.05,,,,,,,,
DEC_21,PROCOLD 50'S TAB,OTC,COUGH_COLD,15,1.70,2.50,25.5,37.5,12.00,32,,,,,,,,
DEC_21,RAPINOL 4'S TABS,OTC,ANALGESIC,11,0.40,0.60,4.4,6.6,2.20,33.33,,,,,,,,
DEC_21,RHIZIN (CETIRIZINE) 10MG TAB,OTC,ALLERGY,5,0.53,1.00,2.65,5,2.35,47,,,,,,,,
DEC_21,ROBAXINE TAB 750 mg 100's,RX,MUSCLE_RELAXER,6,1.99,2.70,11.95,16.2,4.25,26.23,,,,,,,,
DEC_21,RONFIT FORTE CAPS,OTC,ANALGESIC,23,2.30,3.50,52.9,80.5,27.60,34.29,,,,,,,,
DEC_21,ROOTER MIXTURE,OTC,HERBAL,11,6.50,9.00,71.5,99,27.50,27.78,,,,,,,,
DEC_21,ROOTER TYTONIC,OTC,HERBAL,2,13.00,18.00,26,36,10.00,27.78,,,,,,,,
DEC_21,ROUGH RIDER CONDOM PACK 3'S,OTC,SEX_HEALTH_M,9,6.29,9.00,56.61,81,24.39,30.11,,,,,,,,
DEC_21,RUBBING ALCOHOL LOCAL,OTC,FIRST_AID,1,13.00,19.00,13,19,6.00,31.58,,,,,,,,
DEC_21,SALBUTAMOL 4MG TAB LOCAL,RX,RESP,2,0.32,0.50,0.64,1,0.36,36,,,,,,,,
DEC_21,SALBUTAMOL INHALER,RX,RESP,1,16.89,23.00,16.89,23,6.11,26.57,,,,,,,,
DEC_21,SALINE NASAL DROPS LOCAL,OTC,COUGH_COLD,5,3.00,4.50,15,22.5,7.50,33.33,,,,,,,,
DEC_21,SAMALIN ADULT COUGH SYR 125ML,OTC,COUGH_COLD,4,4.62,6.50,18.48,26,7.52,28.92,,,,,,,,
DEC_21,SAMALIN JUNIOR COUGH SYRUP 125M,OTC,COUGH_COLD,1,4.20,6.00,4.2,6,1.80,30,,,,,,,,
DEC_21,SE'CLEAR EYE/EAR DROP 10ML BTL,OTC,EYE_EAR,7,7.95,11.00,55.65,77,21.35,27.73,,,,,,,,
DEC_21,SHALCIP TZ 500/600mg,RX,ANTI_INFECTION,5,6.55,9.00,32.75,45,12.25,27.22,,,,,,,,
DEC_21,SIBI MEN CAPSULES,OTC,SEX_HEALTH_M,1,12.73,17.00,12.73,17,4.27,25.12,,,,,,,,
DEC_21,STOPKOF ADULT 100ML,OTC,COUGH_COLD,3,5.98,8.00,17.94,24,6.06,25.25,,,,,,,,
DEC_21,STOPKOF CHILDREN 100ML,OTC,COUGH_COLD,6,5.98,8.50,35.88,51,15.12,29.65,,,,,,,,
DEC_21,SUPIROCIN (MUPIROCIN) OINTMENT,RX,ANTI_INFECTION,1,25.01,35.00,25.01,35,9.99,28.54,,,,,,,,
DEC_21,SURFAZ CREAM 15G,OTC,FIRST_AID_INF,5,8.00,11.00,40,55,15.00,27.27,,,,,,,,
DEC_21,TAABEA HERBAL MIXTURE,OTC,HERBAL,10,9.00,13.00,90,130,40.00,30.77,,,,,,,,
DEC_21,TADOL 50MG CAPS,RX,ANALGESIC,12,2.00,2.70,24,32.4,8.40,25.93,,,,,,,,
DEC_21,TAGERA FORTE SECNIDAZOLE TABLET,RX,ANTI_INFECTION,7,5.21,7.50,36.47,52.5,16.03,30.53,,,,,,,,
DEC_21,TCP LIQUID 50ML,OTC,FIRST_AID,1,28.50,39.00,28.5,39,10.50,26.92,,,,,,,,
DEC_21,TEEDAR SYR 125ML,OTC,COUGH_COLD,9,6.80,10.00,61.2,90,28.80,32,,,,,,,,
DEC_21,TIME HERBAL MIXTURE,OTC,HERBAL,5,9.45,13.00,47.25,65,17.75,27.31,,,,,,,,
DEC_21,TRES ORIX FORTE 250ML KAMA,OTC,VITAMINS,2,20.05,28.00,40.1,56,15.90,28.39,,,,,,,,
DEC_21,VALUPAK FOLIC ACID 400MCG 90'S,OTC,VITAMINS,5,12.22,17.00,61.1,85,23.90,28.12,,,,,,,,
DEC_21,VENTOLIN INHALER SALBUMATOL 100,RX,RESP,1,27.53,37.00,27.53,37,9.47,25.59,,,,,,,,
DEC_21,VERMOX 500MG TABS,RX,DE_WORMER,18,7.98,11.00,143.64,198,54.36,27.45,,,,,,,,
DEC_21,VERMOX SUSP,RX,DE_WORMER,1,14.53,20.00,14.53,20,5.47,27.35,,,,,,,,
DEC_21,VERNA MINERAL WATER 500ml,OTC,FOOD,11,0.70,1.00,7.7,11,3.30,30,,,,,,,,
DEC_21,VICTORY GARLIC BITTERS,OTC,HERBAL,1,9.00,12.50,9,12.5,3.50,28,,,,,,,,
DEC_21,VIGORIX FORTE 200ML,OTC,VITAMINS,1,9.22,13.00,9.22,13,3.78,29.08,,,,,,,,
DEC_21,VIKIL-21,OTC,VITAMINS,3,26.00,36.00,78,108,30.00,27.78,,,,,,,,
DEC_21,VIROL SYR 200ML,OTC,VITAMINS,7,6.20,9.00,43.4,63,19.60,31.11,,,,,,,,
DEC_21,VISCOF EXPECTORANT SYRUP 100ML,OTC,COUGH_COLD,1,7.75,12.00,7.75,12,4.25,35.42,,,,,,,,
DEC_21,VISCOF-D DRY COUGH SYR 100ML,OTC,COUGH_COLD,5,9.85,14.00,49.25,70,20.75,29.64,,,,,,,,
DEC_21,VISCOF-D DRY COUGH SYR 100ML,OTC,COUGH_COLD,1,9.85,13.50,9.85,13.5,3.65,27.04,,,,,,,,
DEC_21,VITAMIN B COMPLEX PHARMANOVA,OTC,VITAMINS,22,0.21,0.30,4.62,6.6,1.98,30,,,,,,,,
DEC_21,VITAMIN B COMPLEX STRONG 30'S,OTC,VITAMINS,1,11.00,15.00,11,15,4.00,26.67,,,,,,,,
DEC_21,VITAMIN B-DENK TABS,OTC,VITAMINS,10,1.05,1.45,10.5,14.5,4.00,27.59,,,,,,,,
